"SystematicName","StandardName","briefDescription","description","chromID","ORF.start","ORF.end","chromStrand","IntronID","Introns.length","Introns.start","Introns.end","Introns.chromStrand","relative.start","relative.end"
"YKL180W","RPL17A","Ribosomal 60S subunit protein L17A","Ribosomal 60S subunit protein L17A; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; copurifies with the Dam1 complex (aka DASH complex); homologous to mammalian ribosomal protein L17 and bacterial L22; RPL17A has a paralog, RPL17B, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress","chrXI",109269,110129,1,"S000001663_C",305,109578,109883,1,310,615
"YKL190W","CNB1","Calcineurin B","Calcineurin B; regulatory subunit of calcineurin, a Ca++/calmodulin-regulated type 2B protein phosphatase which regulates Crz1p (stress-response transcription factor); other calcineurin subunit encoded by CNA1 and/or CMP1; regulates function of Aly1p alpha-arrestin; myristoylation by Nmt1p reduces calcineurin activity in response to submaximal Ca signals, is needed to prevent constitutive phosphatase activity; protein abundance increases in response to DNA replication stress","chrXI",82947,83550,1,"S000001673_C",75,82999,83074,1,53,128
"YKR004C","ECM9","Non-essential protein of unknown function","Non-essential protein of unknown function","chrXI",446799,448036,-1,"S000001712_C",103,447707,447810,-1,227,330
"YKR005C","","Putative protein of unknown function","Putative protein of unknown function","chrXI",448521,450167,-1,"S000001713_C",68,449952,450020,-1,148,216
"YKR057W","RPS21A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S21, no bacterial homolog; RPS21A has a paralog, RPS21B, that arose from the whole genome duplication","chrXI",551657,552242,1,"S000001765_C",321,551681,552002,1,25,346
"YKR094C","RPL40B","Ubiquitin-ribosomal 60S subunit protein L40B fusion protein","Ubiquitin-ribosomal 60S subunit protein L40B fusion protein; cleaved to yield ubiquitin and ribosomal protein L40B; ubiquitin may facilitate assembly of the ribosomal protein into ribosomes; homologous to mammalian ribosomal protein L40, no bacterial homolog; RPL40B has a paralog, RPL40A, that arose from the whole genome duplication","chrXI",617996,618750,-1,"S000001802_C",367,618375,618742,-1,9,376
"YKR095W-A","PCC1","Component of the EKC/KEOPS protein complex","Component of the EKC/KEOPS protein complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; other complex members are Kae1p, Gon7p, Bud32p, and Cgi121p","chrXI",625864,626205,1,"S000028512_C",74,625902,625976,1,39,113
"YLL050C","COF1","Cofilin, involved in pH-dependent actin filament depolarization","Cofilin, involved in pH-dependent actin filament depolarization; binds both actin monomers and filaments and severs filaments; involved in the selective sorting, export of the secretory cargo from the late golgi; genetically interacts with pmr1; thought to be regulated by phosphorylation at SER4; ubiquitous and essential in eukaryotes","chrXII",39804,40414,-1,"S000003973_C",178,40222,40400,-1,15,193
"YLL066C","","Putative Y' element ATP-dependent helicase","Putative Y' element ATP-dependent helicase; YLL066C is not an essential gene","chrXII",6120,9836,-1,"S000003989_C",98,9451,9549,-1,288,386
"YLL067C","","Putative Y' element ATP-dependent helicase","Putative Y' element ATP-dependent helicase","chrXII",585,4301,-1,"S000003990_C",98,3916,4014,-1,288,386
"YLR048W","RPS0B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; RPS0B has a paralog, RPS0A, that arose from the whole genome duplication; required for maturation of 18S rRNA along with Rps0Ap; deletion of either RPS0 gene reduces growth rate, deletion of both genes is lethal; homologous to human ribosomal protein SA and bacterial S2","chrXII",242232,243349,1,"S000004038_C",358,242322,242680,1,91,449
"YLR054C","OSW2","Protein of unknown function reputedly involved in spore wall assembly","Protein of unknown function reputedly involved in spore wall assembly","chrXII",248717,250978,-1,"S000004044_C",86,250861,250947,-1,32,118
"YLR061W","RPL22A","Ribosomal 60S subunit protein L22A","Ribosomal 60S subunit protein L22A; required for translation of long 5' UTR of IME1 mRNA and meiotic entry; required for the oxidative stress response, pseudohyphal and invasive growth; homologous to mammalian ribosomal protein L22, no bacterial homolog; RPL22A has a paralog, RPL22B, that arose from the whole genome duplication","chrXII",263194,263948,1,"S000004051_C",388,263206,263594,1,13,401
"YLR078C","BOS1","v-SNARE (vesicle specific SNAP receptor)","v-SNARE (vesicle specific SNAP receptor); localized to the endoplasmic reticulum membrane and necessary for vesicular transport from the ER to the Golgi; required for efficient nuclear fusion during mating","chrXII",285736,286559,-1,"S000004068_C",88,286468,286556,-1,4,92
"YLR093C","NYV1","v-SNARE component of the vacuolar SNARE complex","v-SNARE component of the vacuolar SNARE complex; involved in vesicle fusion; inhibits ATP-dependent Ca(2+) transport activity of Pmc1p in the vacuolar membrane","chrXII",326513,327415,-1,"S000004083_C",140,327259,327399,-1,17,157
"YLR128W","DCN1","Scaffold-type E3 ligase","Scaffold-type E3 ligase; required for cullin neddylation and ubiquitin ligase activation; contains a ubiquitin-binding domain (UBA) for ubiquitin and Nedd8 (Rub1p) interaction and a PONY domain involved in cullin binding and neddylation","chrXII",398530,399433,1,"S000004118_C",93,398533,398626,1,4,97
"YLR185W","RPL37A","Ribosomal 60S subunit protein L37A","Ribosomal 60S subunit protein L37A; required for processing of 27SB pre-rRNA and formation of stable 66S assembly intermediates; homologous to mammalian ribosomal protein L37, no bacterial homolog; RPL37A has a paralog, RPL37B, that arose from the whole genome duplication","chrXII",522663,523288,1,"S000004175_C",358,522670,523028,1,8,366
"YLR199C","PBA1","Protein involved in 20S proteasome assembly","Protein involved in 20S proteasome assembly; forms a heterodimer with Add66p that binds to proteasome precursors; interaction with Pba1p-Add66p may affect function of the mature proteasome and its role in maintaining respiratory metabolism; similar to human PAC1 constituent of the PAC1-PAC2 complex involved in proteasome assembly","chrXII",547853,548769,-1,"S000004189_C",85,548678,548763,-1,7,92
"YLR202C","","Dubious open reading frame","Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps the verified ORF YLR201C; ORF contains a putative intron","chrXII",550194,550636,-1,"S000004192_C",115,550459,550574,-1,63,178
"YLR211C","ATG38","Homodimeric subunit of autophagy-specific PtdIns-3-kinase complex I","Homodimeric subunit of autophagy-specific PtdIns-3-kinase complex I; required for the integrity of the active PtdIns-3-kinase complex I by maintaining an association between Vps15p-Vps34p and Atg14p-Vps30p subcomplexes; localizes to the pre-autophagosomal structure (PAS) in an Atg14p-dependent manner; ATG38 is non-essential but is required for macroautophagy","chrXII",563792,564531,-1,"S000004201_C",58,564455,564513,-1,19,77
"YLR275W","SMD2","Core Sm protein Sm D2","Core Sm protein Sm D2; part of heteroheptameric complex (with Smb1p, Smd1p, Smd3p, Sme1p, Smx3p, and Smx2p) that is part of the spliceosomal U1, U2, U4, and U5 snRNPs; homolog of human Sm D2","chrXII",694378,694800,1,"S000004265_C",89,694383,694472,1,6,95
"YLR287C-A","RPS30A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S30, no bacterial homolog; RPS30A has a paralog, RPS30B, that arose from the whole genome duplication","chrXII",712537,713158,-1,"S000004278_C",429,712726,713155,-1,4,433
"YLR306W","UBC12","Enzyme that mediates the conjugation of Rub1p","Enzyme that mediates the conjugation of Rub1p; a ubiquitin-like protein, to other proteins; related to E2 ubiquitin-conjugating enzymes","chrXII",744151,744851,1,"S000004297_C",133,744154,744287,1,4,137
"YLR316C","TAD3","Subunit of tRNA-specific adenosine-34 deaminase","Subunit of tRNA-specific adenosine-34 deaminase; forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs","chrXII",765266,766358,-1,"S000004308_C",55,766074,766129,-1,230,285
"YLR316C","TAD3","Subunit of tRNA-specific adenosine-34 deaminase","Subunit of tRNA-specific adenosine-34 deaminase; forms a heterodimer with Tad2p that converts adenosine to inosine at the wobble position of several tRNAs","chrXII",765266,766358,-1,"S000004308_C",67,766182,766249,-1,110,177
"YLR329W","REC102","Protein involved in early stages of meiotic recombination","Protein involved in early stages of meiotic recombination; required for chromosome synapsis; forms a complex with Rec104p and Spo11p necessary during the initiation of recombination","chrXII",786442,787333,1,"S000004321_C",96,786616,786712,1,175,271
"YLR344W","RPL26A","Ribosomal 60S subunit protein L26A","Ribosomal 60S subunit protein L26A; binds to 5.8S rRNA; non-essential even when paralog is also deleted; deletion has minimal affections on ribosome biosynthesis; homologous to mammalian ribosomal protein L26 and bacterial L24; RPL26A has a paralog, RPL26B, that arose from the whole genome duplication","chrXII",819312,820142,1,"S000004336_C",446,819331,819777,1,20,466
"YLR367W","RPS22B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S15A and bacterial S8; RPS22B has a paralog, RPS22A, that arose from the whole genome duplication","chrXII",856442,857317,1,"S000004359_C",482,856575,857057,1,134,616
"YLR406C","RPL31B","Ribosomal 60S subunit protein L31B","Ribosomal 60S subunit protein L31B; associates with karyopherin Sxm1p; loss of both Rpl31p and Rpl39p confers lethality; homologous to mammalian ribosomal protein L31, no bacterial homolog; RPL31B has a paralog, RPL31A, that arose from the whole genome duplication","chrXII",931065,931755,-1,"S000004398_C",348,931350,931698,-1,58,406
"YLR426W","TDA5","Putative protein of unknown function","Putative protein of unknown function; detected in highly purified mitochondria in high-throughput studies; proposed to be involved in resistance to mechlorethamine and streptozotocin; null mutant sensitive to expression of top1-T722A allele","chrXII",987062,988113,1,"S000004418_C",70,987142,987212,1,81,151
"YLR445W","GMC2","Protein involved in meiotic crossing over","Protein involved in meiotic crossing over; component of the Synaptonemal Complex (SC) along with Ecm11p; required for the efficient loading of the SC transverse filament protein, Zip1p; promotes SUMOylation of Ecm11p; mutants are delayed in meiotic nuclear division and are defective in synaptonemal complex assembly; transcription is regulated by Ume6p and induced in response to alpha factor","chrXII",1024189,1024837,1,"S000004437_C",81,1024573,1024654,1,385,466
"YLR448W","RPL6B","Ribosomal 60S subunit protein L6B","Ribosomal 60S subunit protein L6B; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6B has a paralog, RPL6A, that arose from the whole genome duplication","chrXII",1028854,1029768,1,"S000004440_C",383,1028869,1029252,1,16,399
"YLR464W","","Putative protein of unknown function","Putative protein of unknown function; intron is predicted but not detected experimentally; YLR464W overlaps the verified gene YRF1-4/YLR466W and two dubious ORFs YLR463C and YLR465C","chrXII",1066572,1067501,1,"S000004456_C",278,1067085,1067363,1,514,792
"YML017W","PSP2","Asn rich cytoplasmic protein that contains RGG motifs","Asn rich cytoplasmic protein that contains RGG motifs; high-copy suppressor of group II intron-splicing defects of a mutation in MRS2 and of a conditional mutation in POL1 (DNA polymerase alpha); possible role in mitochondrial mRNA splicing","chrXIII",236588,238731,1,"S000004479_C",361,236592,236953,1,5,366
"YML024W","RPS17A","Ribosomal protein 51 (rp51) of the small (40s) subunit","Ribosomal protein 51 (rp51) of the small (40s) subunit; homologous to mammalian ribosomal protein S17, no bacterial homolog; RPS17A has a paralog, RPS17B, that arose from the whole genome duplication","chrXIII",225889,226697,1,"S000004486_C",397,225892,226289,1,4,401
"YML025C","YML6","Mitochondrial ribosomal protein of the large subunit","Mitochondrial ribosomal protein of the large subunit; has similarity to E. coli L4 ribosomal protein and human mitoribosomal MRP-L4 protein; essential for viability, unlike most other mitoribosomal proteins","chrXIII",224406,225365,-1,"S000004487_C",98,225240,225338,-1,28,126
"YML026C","RPS18B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S18 and bacterial S13; RPS18B has a paralog, RPS18A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress","chrXIII",222987,223828,-1,"S000004488_C",400,223381,223781,-1,48,448
"YML034W","SRC1","Inner nuclear membrane protein","Inner nuclear membrane protein; highly enriched at telomeres and subtelomeric regions; functions in regulation of subtelomeric genes and is linked to TREX (transcription export) factors; SRC1 produces 2 splice variant proteins with different functions; alternative splicing of SRC1 pre-mRNA is promoted by Hub1p; mutant has aneuploidy tolerance; SRC1 has a paralog, HEH2, that arose from the whole genome duplication","chrXIII",209525,212155,1,"S000004497_C",125,211445,211570,1,1921,2046
"YML036W","CGI121","Component of the EKC/KEOPS complex","Component of the EKC/KEOPS complex; EKC/KEOPS complex is required for t6A tRNA modification and telomeric TG1-3 recombination; may have role in transcription; Cgi121p is dispensable for tRNA modification; other complex members are Bud32p, Kae1p, Pcc1p, and Gon7p","chrXIII",205642,206293,1,"S000004500_C",105,206098,206203,1,457,562
"YML056C","IMD4","Inosine monophosphate dehydrogenase","Inosine monophosphate dehydrogenase; catalyzes the rate-limiting step in the de novo synthesis of GTP; member of a four-gene family in S. cerevisiae, constitutively expressed; IMD4 has a paralog, IMD3, that arose from the whole genome duplication","chrXIII",162194,164176,-1,"S000004520_C",407,163309,163716,-1,461,868
"YML067C","ERV41","Protein localized to COPII-coated vesicles","Protein localized to COPII-coated vesicles; forms a complex with Erv46p; involved in the membrane fusion stage of transport; has homology to human ERGIC2 (PTX1) protein","chrXIII",139063,140214,-1,"S000004532_C",92,140091,140183,-1,32,124
"YML073C","RPL6A","Ribosomal 60S subunit protein L6A","Ribosomal 60S subunit protein L6A; N-terminally acetylated; binds 5.8S rRNA; homologous to mammalian ribosomal protein L6, no bacterial homolog; RPL6A has a paralog, RPL6B, that arose from the whole genome duplication","chrXIII",123227,124172,-1,"S000004538_C",414,123743,124157,-1,16,430
"YML085C","TUB1","Alpha-tubulin","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; relative distribution to nuclear foci increases upon DNA replication stress; TUB1 has a paralog, TUB3, that arose from the whole genome duplication","chrXIII",97941,99400,-1,"S000004550_C",115,99260,99375,-1,26,141
"YML094W","GIM5","Subunit of the heterohexameric cochaperone prefoldin complex","Subunit of the heterohexameric cochaperone prefoldin complex; prefoldin binds specifically to cytosolic chaperonin and transfers target proteins to it; prefoldin complex also localizes to chromatin of actively transcribed genes in the nucleus and facilitates transcriptional elongation","chrXIII",82275,82849,1,"S000004559_C",82,82291,82373,1,17,99
"YML124C","TUB3","Alpha-tubulin","Alpha-tubulin; associates with beta-tubulin (Tub2p) to form tubulin dimer, which polymerizes to form microtubules; expressed at lower level than Tub1p; TUB3 has a paralog, TUB1, that arose from the whole genome duplication","chrXIII",22048,23683,-1,"S000004593_C",297,23361,23658,-1,26,323
"YML133C","","Putative Y' element ATP-dependent helicase","Putative Y' element ATP-dependent helicase; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies; YML133C contains an intron","chrXIII",461,4684,-1,"S000004602_C",98,3792,3890,-1,795,893
"YMR033W","ARP9","Component of both the SWI/SNF and RSC chromatin remodeling complexes","Component of both the SWI/SNF and RSC chromatin remodeling complexes; actin-related protein involved in transcriptional regulation","chrXIII",337788,339277,1,"S000004636_C",85,337818,337903,1,31,116
"YMR079W","SEC14","Phosphatidylinositol/phosphatidylcholine transfer protein","Phosphatidylinositol/phosphatidylcholine transfer protein; involved in regulating PtdIns, PtdCho, and ceramide metabolism, products of which regulate intracellular transport and UPR; has a role in localization of lipid raft proteins; functionally homologous to mammalian PITPs; SEC14 has a paralog, YKL091C, that arose from the whole genome duplication","chrXIII",424989,426059,1,"S000004684_C",155,424998,425153,1,10,165
"YMR116C","ASC1","G-protein beta subunit and guanine dissociation inhibitor for Gpa2p","G-protein beta subunit and guanine dissociation inhibitor for Gpa2p; ortholog of RACK1 that inhibits translation; core component of the small (40S) ribosomal subunit; required to prevent frameshifting at ribosomes stalled at repeated CGA codons; regulates P-body formation induced by replication stress; represses Gcn4p in the absence of amino acid starvation; controls phosphorylation of multiple proteins","chrXIII",499456,500688,-1,"S000004722_C",272,499879,500151,-1,538,810
"YMR125W","STO1","Large subunit of the nuclear mRNA cap-binding protein complex","Large subunit of the nuclear mRNA cap-binding protein complex; interacts with Npl3p to carry nuclear poly(A)+ mRNA to cytoplasm; also involved in nuclear mRNA degradation and telomere maintenance; orthologous to mammalian CBP80","chrXIII",517539,520446,1,"S000004732_C",321,517564,517885,1,26,347
"YMR133W","REC114","Protein involved in early stages of meiotic recombination","Protein involved in early stages of meiotic recombination; possibly involved in the coordination of recombination and meiotic division; mutations lead to premature initiation of the first meiotic division","chrXIII",536207,537609,1,"S000004740_C",115,537449,537564,1,1243,1358
"YMR142C","RPL13B","Ribosomal 60S subunit protein L13B","Ribosomal 60S subunit protein L13B; not essential for viability; homologous to mammalian ribosomal protein L13, no bacterial homolog; RPL13B has a paralog, RPL13A, that arose from the whole genome duplication","chrXIII",550206,551207,-1,"S000004750_C",401,550802,551203,-1,5,406
"YMR143W","RPS16A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S16 and bacterial S9; RPS16A has a paralog, RPS16B, that arose from the whole genome duplication","chrXIII",551928,552903,1,"S000004751_C",543,551952,552495,1,25,568
"YMR147W","LDO45","Putative protein of unknown function","Putative protein of unknown function; SWAT-GFP and mCherry fusion proteins localize to the cell periphery","chrXIII",559199,560812,1,"S000004755_C",374,559781,560155,1,583,957
"YMR194C-B","CMC4","Protein that localizes to the mitochondrial intermembrane space","Protein that localizes to the mitochondrial intermembrane space; localizes via the Mia40p-Erv1p system; contains twin cysteine-x(9)-cysteine motifs","chrXIII",652594,652887,-1,"S000028514_C",71,652776,652847,-1,41,112
"YMR194W","RPL36A","Ribosomal 60S subunit protein L36A","Ribosomal 60S subunit protein L36A; N-terminally acetylated; binds to 5.8 S rRNA; homologous to mammalian ribosomal protein L36, no bacterial homolog; RPL36A has a paralog, RPL36B, that arose from the whole genome duplication","chrXIII",651145,651910,1,"S000004807_C",462,651161,651623,1,17,479
"YMR201C","RAD14","Subunit of Nucleotide Excision Repair Factor 1 (NEF1)","Subunit of Nucleotide Excision Repair Factor 1 (NEF1); recognizes and binds damaged DNA during nucleotide excision repair (NER); also involved in regulation of transcription; contains zinc finger motif; homolog of human XPA protein","chrXIII",665845,667044,-1,"S000004814_C",83,666934,667017,-1,28,111
"YMR225C","MRPL44","Mitochondrial ribosomal protein of the large subunit","Mitochondrial ribosomal protein of the large subunit; protein abundance increases in response to DNA replication stress","chrXIII",720960,721403,-1,"S000004838_C",146,721199,721345,-1,59,205
"YMR230W","RPS10B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S10, no bacterial homolog; RPS10B has a paralog, RPS10A, that arose from the whole genome duplication; mutations in the human homolog associated with Diamond-Blackfan anemia","chrXIII",732414,733141,1,"S000004843_C",409,732466,732875,1,53,462
"YMR242C","RPL20A","Ribosomal 60S subunit protein L20A","Ribosomal 60S subunit protein L20A; homologous to mammalian ribosomal protein L18A, no bacterial homolog; RPL20A has a paralog, RPL20B, that arose from the whole genome duplication","chrXIII",753225,754220,-1,"S000004855_C",476,753743,754219,-1,2,478
"YMR292W","GOT1","Homodimeric protein that is packaged into COPII vesicles","Homodimeric protein that is packaged into COPII vesicles; cycles between the ER and Golgi; involved in secretory transport but not directly required for aspects of transport assayed in vitro; may influence membrane composition","chrXIII",854795,855293,1,"S000004906_C",81,854817,854898,1,23,104
"YNL004W","HRB1","Poly(A+) RNA-binding protein","Poly(A+) RNA-binding protein; key surveillance factor for the selective export of spliced mRNAs from the nucleus to the cytoplasm; preference for intron-containing genes; similar to Npl3p; HRB1 has a paralog, GBP2, that arose from the whole genome duplication","chrXIV",622915,624621,1,"S000004949_C",341,622945,623286,1,31,372
"YNL012W","SPO1","Meiosis-specific prospore protein","Meiosis-specific prospore protein; required for meiotic spindle pole body duplication and separation; required to produce bending force necessary for proper prospore membrane assembly during sporulation; has similarity to phospholipase B","chrXIV",609686,611665,1,"S000004957_C",83,609791,609874,1,106,189
"YNL038W","GPI15","Protein involved in the synthesis of GlcNAc-PI","Protein involved in the synthesis of GlcNAc-PI; GlcNAc-PI is the first intermediate in the synthesis of glycosylphosphatidylinositol (GPI) anchors; homologous to the human PIG-H protein; GlcNAc-PI stands for N-acetylglucosaminyl phosphatidylinositol","chrXIV",557020,557783,1,"S000004983_C",73,557611,557684,1,592,665
"YNL044W","YIP3","Protein localized to COPII vesicles","Protein localized to COPII vesicles; proposed to be involved in ER to Golgi transport; interacts with members of the Rab GTPase family and Yip1p; also interacts with Rtn1p","chrXIV",545268,545877,1,"S000004989_C",78,545292,545370,1,25,103
"YNL050C","","Putative protein of unknown function","Putative protein of unknown function; YNL050c is not an essential gene","chrXIV",534079,534982,-1,"S000004995_C",90,534875,534965,-1,18,108
"YNL069C","RPL16B","Ribosomal 60S subunit protein L16B","Ribosomal 60S subunit protein L16B; N-terminally acetylated, binds 5.8 S rRNA; transcriptionally regulated by Rap1p; homologous to mammalian ribosomal protein L13A and bacterial L13; RPL16B has a paralog, RPL16A, that arose from the whole genome duplication","chrXIV",493956,495001,-1,"S000005013_C",448,494525,494973,-1,29,477
"YNL096C","RPS7B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7B has a paralog, RPS7A, that arose from the whole genome duplication; protein abundance increases in response to DNA replication stress","chrXIV",443398,444315,-1,"S000005040_C",344,443827,444171,-1,145,489
"YNL112W","DBP2","ATP-dependent RNA helicase of the DEAD-box protein family","ATP-dependent RNA helicase of the DEAD-box protein family; has strong preference for dsRNA; remodels RNA-protein complex (RNP) to facilitate efficient transcription termination ; required for assembly of Yra1p, Nab2p and Mex67p onto mRNA and formation of nuclear mRNP; involved in mRNA decay and rRNA processing; may be involved in suppression of transcription from cryptic initiation sites","chrXIV",413639,416281,1,"S000005056_C",1001,414912,415913,1,1274,2275
"YNL130C","CPT1","Cholinephosphotransferase","Cholinephosphotransferase; required for phosphatidylcholine biosynthesis and for inositol-dependent regulation of EPT1 transcription; CPT1 has a paralog, EPT1, that arose from the whole genome duplication","chrXIV",379558,380831,-1,"S000005074_C",91,380690,380781,-1,51,142
"YNL138W-A","YSF3","Component of the SF3b subcomplex of the U2 snRNP","Component of the SF3b subcomplex of the U2 snRNP; essential protein required for splicing and for assembly of SF3b","chrXIV",366033,366412,1,"S000028509_C",121,366036,366157,1,4,125
"YNL147W","LSM7","Lsm (Like Sm) protein","Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; protein abundance increases and forms cytoplasmic foci in response to DNA replication stress","chrXIV",350940,351383,1,"S000005091_C",95,350958,351053,1,19,114
"YNL162W","RPL42A","Ribosomal 60S subunit protein L42A","Ribosomal 60S subunit protein L42A; homologous to mammalian ribosomal protein L36A, no bacterial homolog; RPL42A has a paralog, RPL42B, that arose from the whole genome duplication","chrXIV",331322,332154,1,"S000005106_C",511,331326,331837,1,5,516
"YNL246W","VPS75","NAP family histone chaperone","NAP family histone chaperone; binds to histones and Rtt109p, stimulating histone acetyltransferase activity; possesses nucleosome assembly activity in vitro; proposed role in vacuolar protein sorting and in double-strand break repair; protein abundance increases in response to DNA replication stress; relocalizes to the cytosol in response to hypoxia","chrXIV",185460,186349,1,"S000005190_C",94,185492,185586,1,33,127
"YNL265C","IST1","Protein with positive role in the multivesicular body sorting pathway","Protein with positive role in the multivesicular body sorting pathway; functions and forms a complex with Did2p; recruitment to endosomes is mediated by the Vps2p-Vps24p subcomplex of ESCRT-III; also interacts with Vps4p","chrXIV",144280,145281,-1,"S000005209_C",104,145150,145254,-1,28,132
"YNL301C","RPL18B","Ribosomal 60S subunit protein L18B","Ribosomal 60S subunit protein L18B; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18B has a paralog, RPL18A, that arose from the whole genome duplication","chrXIV",63570,64562,-1,"S000005245_C",431,64019,64450,-1,113,544
"YNL302C","RPS19B","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19B has a paralog, RPS19A, that arose from the whole genome duplication","chrXIV",61958,62943,-1,"S000005246_C",550,62373,62923,-1,21,571
"YNL312W","RFA2","Subunit of heterotrimeric Replication Protein A (RPA)","Subunit of heterotrimeric Replication Protein A (RPA); RPA is a highly conserved single-stranded DNA binding protein involved in DNA replication, repair, and recombination; RPA protects against inappropriate telomere recombination, and upon telomere uncapping, prevents cell proliferation by a checkpoint-independent pathway; in concert with Sgs1p-Top2p-Rmi1p, stimulates DNA catenation/decatenation activity of Top3p; protein abundance increases in response to DNA replication s","chrXIV",48287,49216,1,"S000005256_C",107,48294,48401,1,8,115
"YNL339C","YRF1-6","Helicase encoded by the Y' element of subtelomeric regions","Helicase encoded by the Y' element of subtelomeric regions; highly expressed in the mutants lacking the telomerase component TLC1; potentially phosphorylated by Cdc28p","chrXIV",371,6098,-1,"S000005283_C",147,5932,6079,-1,20,167
"YNR053C","NOG2","Putative GTPase","Putative GTPase; associates with pre-60S ribosomal subunits in the nucleolus and is required for their nuclear export and maturation; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2","chrXIV",721120,723112,-1,"S000005336_C",531,721771,722302,-1,811,1342
"YOL047C","LDS2","Protein Involved in spore wall assembly","Protein Involved in spore wall assembly; localizes to lipid droplets found on or outside of the prospore membrane; shares similarity with Lds1p and Rrt8p, and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; green fluorescent protein (GFP)-fusion protein localizes to the cytoplasm in a punctate pattern","chrXV",241614,242747,-1,"S000005407_C",62,242442,242504,-1,244,306
"YOL048C","RRT8","Protein involved in spore wall assembly","Protein involved in spore wall assembly; shares similarity with Lds1p and Lds2p and a strain mutant for all 3 genes exhibits reduced dityrosine fluorescence relative to the single mutants; identified in a screen for mutants with increased levels of rDNA transcription; green fluorescent protein (GFP)-fusion protein localizes to lipid particles; protein abundance increases in response to DNA replication stress","chrXV",240204,241310,-1,"S000005408_C",77,240948,241025,-1,286,363
"YOL120C","RPL18A","Ribosomal 60S subunit protein L18A","Ribosomal 60S subunit protein L18A; intron of RPL18A pre-mRNA forms stem-loop structures that are a target for Rnt1p cleavage leading to degradation; homologous to mammalian ribosomal protein L18, no bacterial homolog; RPL18A has a paralog, RPL18B, that arose from the whole genome duplication","chrXV",93395,94402,-1,"S000005480_C",446,93844,94290,-1,113,559
"YOL121C","RPS19A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; required for assembly and maturation of pre-40 S particles; homologous to mammalian ribosomal protein S19, no bacterial homolog; mutations in human RPS19 are associated with Diamond Blackfan anemia; RPS19A has a paralog, RPS19B, that arose from the whole genome duplication","chrXV",92026,92850,-1,"S000005481_C",389,92441,92830,-1,21,410
"YOL127W","RPL25","Ribosomal 60S subunit protein L25","Ribosomal 60S subunit protein L25; primary rRNA-binding ribosomal protein component of large ribosomal subunit; binds to 25S rRNA via a conserved C-terminal motif; homologous to mammalian ribosomal protein L23A and bacterial L23","chrXV",80348,81190,1,"S000005487_C",413,80361,80774,1,14,427
"YOR096W","RPS7A","Protein component of the small (40S) ribosomal subunit","Protein component of the small (40S) ribosomal subunit; interacts with Kti11p; deletion causes hypersensitivity to zymocin; homologous to mammalian ribosomal protein S7, no bacterial homolog; RPS7A has a paralog, RPS7B, that arose from the whole genome duplication","chrXV",505794,506767,1,"S000005622_C",400,505938,506338,1,145,545
