Gene,YN00_mean,YN00_median,NG86_mean,NG86_median,LWL85_mean,LWL85_median,LWL85m_mean,LWL85m_median,LPB93_mean,LPB93_median
YIL012W,0.492714653,0.42,0.338024818,0.287878788,0.312765767,0.214285714,0.594777533,0.5,0.580044445,0.375
YIL013C,0.109550886,0.071428571,0.07740762,0.051282051,0.024707189,0,0.064480455,0,0.062159769,0
YIL014C-A,0.420175584,0.344,0.343659308,0.280821918,0.302757626,0.25,0.400434362,0.444444444,0.530282108,0.444444444
YIL014W,0.458096944,0.349593496,0.367375921,0.278688525,0.38063479,0.25,0.4069523,0.230769231,0.552341741,0.307692308
YIL015W,0.190766231,0.130252101,0.158382002,0.111524164,0.107625221,0.066666667,0.179287448,0.095238095,0.194727233,0.1
YIL016W,0.312248647,0.140186916,0.194764244,0.087947883,0.173317032,0.060606061,0.210569072,0.130434783,0.466537273,0.176470588
YIL017C,0.258162732,0.212264151,0.186606889,0.152317881,0.118812037,0.083333333,0.205158804,0.142857143,0.242660697,0.166666667
YIL018W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL019W,0.187536881,0.131979695,0.149232298,0.104925054,0.118107777,0.078431373,0.210845004,0.16,0.211884087,0.121212121
YIL020C-A,0.205953593,0.338983051,0.147378437,0.245033113,0.12370859,0.1875,0.580499015,0.5,0.313575968,0.375
YIL020C,0.202106213,0.173469388,0.15778552,0.13559322,0.131088653,0.153846154,0.433985062,0.4,0.375619156,0.285714286
YIL021C-A,0.028751822,0,0.019602948,0,0.017815531,0,0.017126267,0,0.032195403,0
YIL021W,0.078979007,0,0.061624475,0,0.038905872,0,0.054374829,0,0.071532614,0
YIL022W,0.080173068,0,0.057696819,0,0.057241997,0,0.051029487,0,0.060792233,0
YIL023C,0.302836405,0.245508982,0.238098124,0.19,0.184179918,0.125,0.218523712,0.166666667,0.304736676,0.2
YIL024C,0.240779876,0.196850394,0.158724259,0.126436782,0.136953794,0.111111111,0.132974617,0.064516129,0.171604318,0.1
YIL025C,0.396497516,0.330275229,0.369107994,0.304347826,0.307989987,0.25,0.434797733,0.363636364,0.689066248,0.571428571
YIL026C,0.182999281,0.129032258,0.12477953,0.087378641,0.072890202,0.045454545,0.130221457,0.076923077,0.144727351,0.083333333
YIL027C,0.131063107,0,0.092982915,0,0.17158541,0.125,0.10100611,0.081967213,0.172965243,0.1
YIL028W,0.927029893,0.906921241,0.806373817,0.792284866,0.745388572,0.695652174,0.889913601,0.972972973,0.777415103,0.822222222
YIL029C,0.261895493,0,0.195454004,0,0.164230849,0.166666667,0.194902894,0,0.392559969,0.333333333
YIL029W-A,0.797616022,0.685714286,0.604489827,0.514018692,0.393527628,0.413793103,0.946595251,0.909090909,0.651108353,0.722222222
YIL030C,0.328928576,0.170731707,0.240333067,0.125,0.164960119,0.066666667,0.169187043,0.125,0.272426798,0.111111111
YIL030W-A,0.382247663,0.336134454,0.277530437,0.241830065,0.229079714,0.176470588,0.140241012,0,0.521791431,0.5
YIL031W,0.344668387,0.186602871,0.279234105,0.152380952,0.23905697,0.086956522,0.444889902,0.125,0.447330811,0.153846154
YIL032C,0.840206486,0.714285714,0.704249143,0.596774194,0.640144166,0.538461538,1.21007149,1.0625,1.22481787,1.0625
YIL033C,0.099445194,0,0.06809681,0,0.068773826,0,0.039236133,0,0.098063215,0
YIL034C,0.212243439,0.202531646,0.145698835,0.142180095,0.102588733,0.090909091,0.195758351,0.115384615,0.204129824,0.166666667
YIL035C,0.053728147,0,0.038617395,0,0.031832062,0,0.045450285,0,0.056042563,0
YIL036W,0.657118799,0.488721805,0.430677489,0.324175824,0.387328405,0.272727273,0.796269186,0.5,0.79230402,0.526315789
YIL037C,0.761315188,0.670807453,0.544686872,0.47826087,0.496693528,0.461538462,0.798567255,0.727272727,0.886771447,0.785714286
YIL038C,0.297297067,0.210526316,0.236480735,0.166666667,0.230746513,0.117647059,0.28370381,0.2,0.338706528,0.230769231
YIL039W,0.127043101,0.060606061,0.096520986,0.044334975,0.054577404,0,0.057345782,0,0.131183957,0.055555556
YIL040W,0.317127206,0.264285714,0.166088115,0.139013453,0.147901254,0.125,0.060881669,0.046511628,0.201576642,0.071428571
YIL041W,0.095496445,0,0.05796557,0,0.042443446,0,0.082413172,0,0.099274584,0
YIL042C,0.184750062,0.137931034,0.129873717,0.097922849,0.109550217,0.071428571,0.146958132,0.111111111,0.21260477,0.125
YIL043C,0.474951742,0.402439024,0.361311831,0.3,0.312419205,0.2,0.27531386,0.166666667,0.565687272,0.333333333
YIL044C,0.371645004,0.227810651,0.296664068,0.1825,0.242915249,0.153846154,0.406258359,0.15625,0.391344576,0.206896552
YIL045W,0.339729209,0.244604317,0.240837027,0.171270718,0.198620053,0.134615385,0.329184356,0.25,0.47796907,0.3
YIL046W-A,0.28405269,0.332,0.198064787,0.234042553,0.168424292,0.184210526,0.209378464,0.2,0.332286275,0.285714286
YIL046W,0.221868958,0.133757962,0.169073411,0.103626943,0.118528312,0.055555556,0.180880971,0.090909091,0.194128446,0.090909091
YIL047C-A,0.161969851,0,0.11118099,0,0.098023094,0,0.546128659,0.5,0.193149738,0
YIL047C,0.195511762,0.1,0.143584309,0.07518797,0.074435948,0,0.176244781,0.1,0.151419721,0.071428571
YIL048W,0.076156678,0.016736402,0.068728526,0.015564202,0.038599126,0,0.032270803,0,0.035863195,0
YIL049W,0.462774667,0.450292398,0.300089145,0.291784703,0.249013581,0.230769231,0.442632227,0.388888889,0.42020602,0.357142857
YIL050W,0.27293492,0.192771084,0.199235804,0.142857143,0.165257447,0.090909091,0.326979915,0.166666667,0.270521781,0.166666667
YIL051C,0.058131551,0,0.043275535,0,0.030732191,0,0.053984625,0,0.057150015,0
YIL052C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL053W,0.122539528,0,0.082657064,0,0.05975629,0,0.104647796,0.133333333,0.132707304,0
YIL054W,0.470314558,0.382608696,0.351162847,0.284722222,0.311642227,0.266666667,0.337815866,0.444444444,0.397082974,0.333333333
YIL055C,0.604462516,0.480519481,0.471120548,0.376344086,0.396723775,0.3,0.617267029,0.375,0.63052546,0.4
YIL056W,0.326854744,0.218390805,0.220955852,0.152173913,0.191034098,0.125,0.245029753,0.166666667,0.294098609,0.2
YIL057C,0.254889201,0.227272727,0.143346485,0.128078818,0.112121372,0.095238095,0.315141636,0.272727273,0.312089229,0.272727273
YIL058W,0.91361251,0.801587302,0.692544348,0.603225806,0.626205292,0.545454545,1.456122691,1.1,1.115939935,1
YIL059C,0.638173468,0.509933775,0.543563623,0.437869822,0.475180741,0.388888889,0.503417551,0.347826087,0.737310598,0.571428571
YIL060W,0.409024225,0.358490566,0.378361779,0.336956522,0.332697058,0.3,0.311620561,0.230769231,0.502405699,0.317073171
YIL061C,0.324750027,0.357142857,0.273275017,0.302083333,0.218095702,0.2,0.357568159,0.307692308,0.345785177,0.333333333
YIL062C,0.228640867,0.193548387,0.185836766,0.159340659,0.146488182,0.105263158,0.316869394,0.272727273,0.309303448,0.272727273
YIL063C,0.338273321,0.254545455,0.239080104,0.180555556,0.193736863,0.146341463,0.391494316,0.3,0.436943348,0.3
YIL064W,0.75450354,0.765957447,0.536310914,0.540983607,0.443212738,0.444444444,0.347178851,0.125,1.028041978,0.714285714
YIL065C,0.062343127,0,0.04543664,0,0.029654867,0,0.044148832,0,0.043969902,0
YIL066C,0.126793117,0.085271318,0.100480365,0.065789474,0.073151124,0.045454545,0.076219079,0.066666667,0.095764759,0.066666667
YIL066W-A,0.68463491,0.820512821,0.532407719,0.638297872,0.418866121,0.5,0.945150798,1.166666667,0.723482538,0.833333333
YIL067C,0.313561584,0.243243243,0.262078928,0.206349206,0.217624115,0.111111111,0.582993941,0.375,0.463155342,0.25
YIL068C,0.072518455,0.0375,0.055567578,0.025510204,0.030241199,0,0.037271882,0,0.030319132,0
YIL068W-A,0.193276218,0,0.135494911,0,0.108824072,0,0.161688796,0,0.161706533,0
YIL069C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL070C,0.197279781,0.186813187,0.145378692,0.140350877,0.108253764,0.083333333,0.293787443,0.285714286,0.217530966,0.142857143
YIL071C,0.166578799,0.114942529,0.121647782,0.084821429,0.064471496,0,0.162688997,0.125,0.149322713,0.1
YIL071W-A,0.326481043,0.223021583,0.240417191,0.16374269,0.143746275,0.093023256,0.27803145,0.176470588,0.298813912,0.185185185
YIL072W,0.281849148,0.284671533,0.196034593,0.196629213,0.141663233,0.153846154,0.269181235,0.285714286,0.265973125,0.285714286
YIL073C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL074C,0.098112423,0,0.081232579,0,0.010798013,0,0.153984643,0,0.119704436,0
YIL075C,0.13310354,0.103825137,0.119992042,0.090909091,0.055802201,0.043478261,0.084413321,0.0625,0.121989058,0.086956522
YIL076W,0.111885926,0,0.064580719,0,0.04590619,0,0.09819609,0.066666667,0.081761523,0
YIL077C,0.286332425,0.242553191,0.211348988,0.177257525,0.184647508,0.133333333,0.417597968,0.333333333,0.37690892,0.285714286
YIL078W,0.099785985,0.068181818,0.079612179,0.055555556,0.036926719,0,0.049501095,0,0.056709422,0
YIL079C,0.232825807,0.218390805,0.160910908,0.151515152,0.136339037,0.125,0.184153809,0.138888889,0.283381379,0.25
YIL082W,0.164420264,0.125,0.140027524,0.106227106,0.113291654,0.086956522,0.143644191,0.105263158,0.155508395,0.111111111
YIL083C,0.076880376,0,0.057533861,0,0.047819602,0,0.044790107,0.032258065,0.059548977,0
YIL084C,0.229891623,0.168674699,0.193368662,0.139784946,0.144073373,0.1,0.144440303,0.1,0.235114839,0.125
YIL085C,0.244455104,0.193832599,0.176803639,0.140410959,0.141114203,0.117647059,0.35426616,0.307692308,0.323603596,0.227272727
YIL086C,0.983794397,0.777777778,0.747204238,0.594405594,0.640429158,0.533333333,0.655485216,0.673076923,1.226300703,1
YIL087C,0.29979193,0.151219512,0.231973208,0.118852459,0.211139153,0.117647059,0.308566395,0,0.387528066,0.166666667
YIL088C,0.20716841,0.126126126,0.169385963,0.105263158,0.09311502,0.04,0.174197947,0.083333333,0.177579951,0.066666667
YIL089W,0.3033936,0.244680851,0.211387064,0.17027027,0.189476352,0.142857143,0.365801306,0.3,0.341815635,0.25
YIL090W,0.183264687,0.147058824,0.126934292,0.101123596,0.068093703,0,0.233010199,0.157894737,0.210081672,0
YIL091C,0.226712136,0.189349112,0.157704125,0.12962963,0.107366622,0.083333333,0.196601555,0.166666667,0.201682255,0.166666667
YIL092W,0.6939036,0.565371025,0.541399889,0.437317784,0.493431926,0.371428571,0.829673228,0.736842105,0.846018992,0.722222222
YIL093C,0.103251672,0,0.071195262,0,0.048579666,0,0.116776897,0,0.090342551,0
YIL094C,0.039041214,0,0.035602731,0,0.027489836,0,0.027588819,0,0.035103936,0
YIL095W,0.28787765,0.268156425,0.283047778,0.263736264,0.232261419,0.230769231,0.466730012,0.454545455,0.405487058,0.375
YIL096C,0.151481199,0.083333333,0.108696558,0.059701493,0.086603894,0.045454545,0.229280693,0.090909091,0.218424974,0.076923077
YIL097W,0.551390421,0.384615385,0.385910325,0.266666667,0.284559497,0.166666667,0.569712751,0.333333333,0.854628943,0.428571429
YIL098C,0.288527782,0.268722467,0.191654624,0.177993528,0.284270329,0.181818182,0.24705955,0.142857143,0.371575203,0.227272727
YIL099W,0.323041553,0.173333333,0.239573254,0.128342246,0.183360043,0.058823529,0.225231035,0.076923077,0.278081933,0.076923077
YIL100C-A,0.309029178,0.215,0.215343823,0.148854962,0.163841135,0.103448276,0.345595846,0.235294118,0.331402177,0.235294118
YIL100W,0.71851175,0.728971963,0.581081481,0.592,0.483537101,0.5,0.893180539,1,0.89578117,1
YIL101C,0.555284246,0.463414634,0.363284696,0.306818182,0.326192756,0.25,0.384743332,0.315789474,0.476032357,0.4
YIL102C-A,0.208809713,0,0.133071718,0,0.112442597,0,0.278222629,0,0.182280364,0
YIL102C,1.67220354,1.491150442,1.082795099,0.96474359,0.953398072,0.75,0.701192921,0.517241379,1.9943066,1.578947368
YIL103W,0.118176255,0.075268817,0.093699277,0.06116208,0.096306231,0.057142857,0.102962897,0.068965517,0.13349706,0.076923077
YIL104C,0.234664687,0.186206897,0.163253841,0.12890625,0.120177485,0.09375,0.206556376,0.130434783,0.24399758,0.125
YIL105C,0.181052025,0.150537634,0.121050823,0.100806452,0.081791261,0.068181818,0.1228496,0.083333333,0.16377392,0.117647059
YIL105W-A,0.017950119,0,0.015819679,0,0.013077193,0,0.429355191,0.5,0.030757179,0
YIL106W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL107C,0.192758779,0.133333333,0.175156151,0.124031008,0.129041552,0.083333333,0.222299412,0.166666667,0.196591459,0.142857143
YIL108W,0.115303194,0.069306931,0.084510825,0.048,0.039278648,0,0.069547752,0,0.070256743,0
YIL109C,0.073982859,0.034965035,0.05606394,0.028409091,0.024135829,0,0.0491716,0,0.053185544,0
YIL110W,0.681165826,0.48,0.546388908,0.389830508,0.479870363,0.333333333,0.485527953,0.285714286,1.019472047,0.545454545
YIL111W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL112W,0.612913269,0.532786885,0.427723506,0.370689655,0.334251333,0.272727273,0.30447459,0.25,0.486059286,0.375
YIL113W,0.219541998,0.140243902,0.160958074,0.101941748,0.145349656,0.090909091,0.152720078,0.111111111,0.240179253,0.133333333
YIL114C,0.390063938,0.278688525,0.290403132,0.205298013,0.282968112,0.2,0.487214985,0.333333333,0.480711336,0.333333333
YIL115C,0.345435336,0.298507463,0.299461132,0.258278146,0.205603014,0.19047619,0.39576583,0.333333333,0.380854326,0.333333333
YIL115W-A,0.124217754,0,0.082182669,0,0.069517942,0,0.201816438,0.166666667,0.146854644,0
YIL116W,0.23870677,0.184615385,0.194825426,0.152317881,0.163142622,0.125,0.243644144,0.166666667,0.230459874,0.153846154
YIL117C,0.50165534,0.371134021,0.433039236,0.32,0.402788132,0.277777778,0.57875283,0.5,0.659566227,0.5
YIL118W,0.041731111,0,0.032028424,0,0.016980701,0,0.034367496,0,0.040358932,0
YIL119C,1.052023985,0.8,0.587390416,0.444444444,0.537687291,0.4,0.938613019,0.636363636,1.082653149,0.769230769
YIL120W,0.278902804,0.205020921,0.230331375,0.171532847,0.186462942,0.130434783,0.282851541,0.214285714,0.322797047,0.227272727
YIL121W,0.339928641,0.261538462,0.271593611,0.213333333,0.211017993,0.153846154,0.367538805,0.25,0.314381644,0.2
YIL122W,0.206213341,0.15234375,0.165032067,0.122112211,0.130999669,0.09375,0.150982931,0.12,0.186953539,0.125
YIL123W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL124W,0.277423738,0.197530864,0.214822537,0.151515152,0.155853248,0.1,0.368356232,0.166666667,0.307819462,0.166666667
YIL125W,0.133325996,0.063492063,0.116799453,0.055555556,0.047223111,0,0.071171451,0,0.062019728,0
YIL126W,0.321836543,0.212765957,0.247773728,0.1625,0.127573013,0.055555556,0.308472921,0.2,0.257330197,0.2
YIL127C,0.409929808,0.387931034,0.282961303,0.268398268,0.261444551,0.25,0.113773014,0.063829787,0.432786128,0.25
YIL128W,0.350785911,0.295597484,0.220217077,0.1875,0.152149177,0.127659574,0.310744343,0.25,0.28235008,0.25
YIL129C,0.160804576,0.1171875,0.127940615,0.09352518,0.047515684,0,0.100174634,0.047619048,0.090186174,0
YIL130W,0.319169192,0.231707317,0.225582447,0.165876777,0.154435329,0.107142857,0.141872472,0.086956522,0.216785157,0.153846154
YIL131C,0.177339639,0.147335423,0.148942468,0.123287671,0.090129605,0.076923077,0.259913558,0.142857143,0.206357495,0.115384615
YIL132C,0.628792872,0.424528302,0.429730441,0.287735849,0.377054321,0.333333333,0.694657847,0.5,0.860051149,0.625
YIL133C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL134C-A,0.335094871,0.31884058,0.319010716,0.302325581,0.288586997,0.260869565,0.710304227,0.5,0.43937282,0.357142857
YIL134W,0.310852723,0.210884354,0.235145349,0.157303371,0.193127867,0.111111111,0.342213259,0.166666667,0.34465005,0.192307692
YIL135C,0.579594685,0.423076923,0.417791418,0.303030303,0.373743025,0.285714286,0.595025618,0.5,0.674597587,0.5
YIL136W,0.14943553,0.075471698,0.094428269,0.048780488,0.096007793,0.057142857,0.153111065,0.090909091,0.139637241,0.068965517
YIL137C,0.261394619,0.2,0.184622784,0.140625,0.100991978,0.073170732,0.209748106,0.142857143,0.203650274,0.133333333
YIL138C,0.246608939,0.080729167,0.110981865,0.035211268,0.09561051,0.025974026,0.129812238,0.0625,0.23014549,0.058823529
YIL139C,0.406486489,0.395833333,0.264282445,0.253731343,0.33951642,0.142857143,0.456042057,0.285714286,1.203118812,0.666666667
YIL140W,0.568532882,0.352040816,0.422202866,0.259615385,0.460478084,0.2,0.491912192,0.272727273,0.592379132,0.333333333
YIL141W,0.609706473,0.568421053,0.512164631,0.476851852,0.51941223,0.541666667,0.809558067,0.571428571,0.945947484,0.571428571
YIL142C-A,0.082669954,0,0.063549852,0,0.063578593,0,0.06490016,0,0.078642972,0
YIL142W,0.118766207,0.058441558,0.088140036,0.042105263,0.04659347,0,0.068625623,0,0.110087508,0.055555556
YIL143C,0.118393684,0.043307087,0.091695948,0.03257329,0.065689739,0,0.089633541,0,0.090996835,0
YIL144W,0.189256047,0.091872792,0.137622121,0.067226891,0.088201704,0.032258065,0.075838328,0.043478261,0.113094732,0.055555556
YIL145C,0.096836358,0,0.072909716,0,0.053881277,0,0.079448011,0,0.086658459,0
YIL146C,0.223974691,0.132352941,0.169340039,0.096385542,0.092538159,0.037037037,0.258126887,0.115384615,0.220582399,0.083333333
YIL147C,0.342220077,0.319148936,0.290710389,0.271111111,0.239158463,0.233333333,0.419763684,0.391304348,0.405976341,0.384615385
YIL148W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL149C,0.572146656,0.411764706,0.356935219,0.248756219,0.25759484,0.2,0.401844539,0.333333333,0.480915567,0.352941176
YIL150C,0.220764975,0.175824176,0.171275482,0.137614679,0.112132831,0.071428571,0.153019396,0.1,0.150815761,0.090909091
YIL151C,0.147136163,0.053333333,0.105092407,0.04040404,0.064136049,0,0.091473106,0,0.078765055,0
YIL152W,0.15908926,0.097222222,0.091043667,0.055045872,0.054704859,0.02,0.155967085,0.111111111,0.168411567,0.083333333
YIL153W,0.242565609,0.201680672,0.187774763,0.153846154,0.14393836,0.117647059,0.160024438,0.142857143,0.194499727,0.153846154
YIL154C,0.187112509,0.162162162,0.218835848,0.192307692,0.181829403,0.153846154,0.152085725,0.1,0.271631964,0.157894737
YIL155C,0.076299929,0,0.062940421,0,0.036636468,0,0.033657921,0,0.045872713,0
YIL156W-A,0.651267537,0.642857143,0.493549721,0.490291262,0.4549874,0.409090909,0.752685366,0.684210526,0.798768678,0.666666667
YIL156W-B,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL156W,0.158959996,0.100977199,0.106413397,0.069565217,0.083483358,0.066666667,0.145228555,0.125,0.134627499,0.111111111
YIL157C,0.157580191,0.083333333,0.117757873,0.06162465,0.101374283,0.051282051,0.269011129,0.227272727,0.181393764,0.086956522
YIL158W,0.630654098,0.566666667,0.486401393,0.44137931,0.464085291,0.4,0.385712298,0.181818182,0.89072245,0.571428571
YIL159W,0.318651545,0.166666667,0.21599478,0.112956811,0.1303538,0.06,0.187089855,0.125,0.210719227,0.125
YIL160C,0.106080491,0.056410256,0.078871334,0.041666667,0.078400228,0.038461538,0.077615832,0.043478261,0.077475879,0
YIL161W,1.098352338,1.074074074,0.822073039,0.805970149,0.740825448,0.545454545,0.736951166,0.5,1.408622086,1.166666667
YIL162W,0.114945609,0.080952381,0.084863995,0.061068702,0.056150397,0.041666667,0.08103233,0.060606061,0.098768217,0.054054054
YIL163C,1.05188691,0.759615385,0.76110767,0.54887218,0.637582474,0.5,1.500461532,1.0625,1.233286681,1
YIL164C,0.292645144,0.12849162,0.236372088,0.104761905,0.156192764,0.086956522,0.212037002,0.142857143,0.20781336,0.133333333
YIL165C,0.127307131,0.115853659,0.105781408,0.095744681,0.086069934,0.073170732,0.160754101,0.166666667,0.134783449,0.125
YIL166C,0.09379669,0.045112782,0.076642597,0.037037037,0.044080626,0,0.070769274,0,0.107152934,0.047619048
YIL169C,0.320401468,0.269662921,0.271842112,0.23,0.201195656,0.166666667,0.251695429,0.2,0.251933895,0.2
YIL171W-A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YIL172C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YIL173W,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YIL176C,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YIL177C,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YIL177W-A,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
YIR001C,0.375848823,0.404255319,0.251156017,0.265625,0.20457795,0.166666667,0.379201874,0.285714286,0.428477551,0.333333333
YIR002C,0.324607558,0.297520661,0.255365083,0.23255814,0.159847563,0.137931034,0.387051508,0.333333333,0.326080889,0.272727273
YIR003W,0.910877056,0.871559633,0.707268724,0.6875,0.542383104,0.529411765,0.962703148,1,0.934020721,0.909090909
YIR004W,0.212907395,0.1875,0.155010918,0.138888889,0.127384535,0.090909091,0.151890582,0.090909091,0.258798214,0.166666667
YIR005W,0.029983039,0,0.026561205,0,0.020386497,0,0.039080275,0,0.03541384,0
YIR006C,0.368376527,0.234567901,0.290650908,0.185897436,0.166093428,0.111111111,0.252634119,0.181818182,0.277740993,0.2
YIR007W,0.172578865,0.119341564,0.140468315,0.098214286,0.113154925,0.083333333,0.101017029,0.071428571,0.144016035,0.105263158
YIR008C,0.088277412,0.057894737,0.066894498,0.042918455,0.06111674,0.04,0.085121729,0.05,0.050769963,0
YIR009W,0.458862491,0.417475728,0.315478792,0.286764706,0.292374667,0.24137931,0.099549564,0,0.642543941,0.5625
YIR010W,0.126198709,0.08839779,0.086810201,0.0625,0.044899395,0,0.076237471,0,0.076321295,0
YIR011C,0.290360588,0.188311688,0.209022815,0.135678392,0.154880253,0.1,0.388264476,0.2,0.386139531,0.2
YIR012W,0.175330986,0.096491228,0.136348416,0.072992701,0.139265223,0.071428571,0.096702259,0.076923077,0.179617118,0.083333333
YIR013C,0.243622834,0.201030928,0.199758127,0.164444444,0.157867555,0.125,0.18014913,0.132075472,0.273165904,0.16
YIR014W,0.615461254,0.454545455,0.417983354,0.305084746,0.358801451,0.269230769,0.275012072,0.185185185,0.718341367,0.545454545
YIR015W,0.13498962,0,0.101283287,0,0.096811512,0,0.180088742,0.040816327,0.156107843,0
YIR016W,0.538990132,0.439759036,0.39131446,0.320610687,0.33645664,0.282051282,0.597376082,0.529411765,0.625553504,0.523809524
YIR017C,0.404327784,0.403225806,0.274909367,0.273809524,0.241328349,0.222222222,0.38245248,0.318181818,0.547241949,0.4
YIR017W-A,0.942775076,0.924528302,0.592912071,0.581081081,0.573721817,0.571428571,1.494637452,1.25,1.288608681,1.25
YIR018C-A,1.519532981,1.58974359,1.274975679,1.329608939,1.007877821,1.210526316,1.979088248,1.1875,2.077162242,2.545454545
YIR018W,0.502131978,0.438202247,0.311718314,0.26984127,0.267583626,0.208333333,0.299743133,0.289473684,0.642886646,0.428571429
YIR019C,0.7967597,0.696721311,0.550801154,0.485714286,0.512845746,0.444444444,0.622018112,0.533333333,0.615896801,0.5
YIR020C-B,0.325552226,0.316666667,0.265642304,0.262247839,0.219057177,0.216216216,0.251315822,0.216216216,0.292882734,0.272727273
YIR020C,1.151710544,0.768595041,0.92662098,0.628571429,0.802718296,0.533333333,0.295439917,0.152173913,1.331220944,0.454545455
YIR020W-A,0.988980283,0.716981132,0.963553172,0.703703704,0.883620926,0.647058824,0.689462331,0.545454545,1.410381965,1
YIR021W-A,0.794145439,0.755681818,0.642450621,0.606796117,0.546837885,0.52173913,0.927041643,1,0.881762676,0.785714286
YIR021W,0.398202548,0.349775785,0.288900654,0.255319149,0.235912073,0.210526316,0.246108926,0.179487179,0.372844878,0.305555556
YIR022W,0.022469043,0,0.014845319,0,0.011002395,0,0.017268059,0,0.02287817,0
YIR023C-A,0.706724265,0.494736842,0.507261936,0.352941176,0.438926601,0.307692308,0.509470877,0.166666667,0.678869867,0.277777778
YIR023W,0.329066945,0.254237288,0.2291393,0.176,0.176122446,0.130434783,0.300565723,0.2,0.318835952,0.214285714
YIR024C,0.265085578,0.175,0.203879468,0.136986301,0.13232949,0.0625,0.368466479,0.25,0.336999919,0.25
YIR025W,0.27969508,0.188481675,0.234464356,0.160550459,0.198532843,0.121212121,0.237285626,0.130434783,0.342572266,0.176470588
YIR026C,0.12883549,0.053941909,0.097854101,0.04040404,0.08414236,0.03125,0.099612146,0.033333333,0.119423612,0.03030303
YIR027C,0.289574085,0.231638418,0.225649523,0.176744186,0.140491766,0.111111111,0.213210966,0.15,0.275383646,0.205882353
YIR028W,0.1285369,0.074576271,0.0948381,0.053050398,0.051335547,0.027777778,0.083441622,0.047619048,0.08970437,0.041666667
YIR029W,0.074742217,0.043189369,0.063178542,0.037249284,0.04707802,0.03030303,0.069437871,0.032258065,0.079558746,0.045454545
YIR030C,0.18543235,0.141221374,0.146399615,0.111821086,0.108542365,0.085714286,0.237996471,0.210526316,0.226438498,0.2
YIR030W-A,0.652293885,0.840659341,0.529897652,0.682464455,0.43874459,0.545454545,0.761944488,0.657142857,0.698686467,0.6875
YIR031C,0.168751489,0.117647059,0.134405929,0.097560976,0.068648427,0,0.105259737,0,0.124155253,0
YIR032C,0.337196818,0.309322034,0.234845217,0.217532468,0.177433484,0.15,0.299672096,0.263157895,0.330172816,0.25
YIR033W,0.281930058,0.201923077,0.184408377,0.131944444,0.141781652,0.1,0.29242027,0.222222222,0.280718874,0.222222222
YIR034C,0.148874637,0.093023256,0.12561518,0.081081081,0.097473443,0.0625,0.122260048,0.083333333,0.139323203,0.083333333
YIR035C,0.1960556,0.186528497,0.152445909,0.145299145,0.114010891,0.096774194,0.185992556,0.142857143,0.22678072,0.15
YIR036C,0.185290682,0.142857143,0.137913613,0.107594937,0.100314888,0.058823529,0.162936701,0.095238095,0.195610728,0.125
YIR036W-A,0.531553402,0.423529412,0.365516339,0.288888889,0.337471909,0.272727273,0.731561103,0.615384615,0.710870114,0.6
YIR037W,0.02098266,0,0.013753597,0,0.010512936,0,0.024138786,0,0.023976744,0
YIR038C,0.268695853,0.13986014,0.171466841,0.09,0.125298848,0.055555556,0.263080552,0.133333333,0.251551957,0.111111111
YIR039C,0.474870262,0.319148936,0.394403507,0.263888889,0.381236184,0.217391304,0.537844019,0.25,0.57633705,0.263157895
YIR040C,0.707546593,0.619047619,0.503198849,0.439114391,0.41244119,0.25,0.579099944,0.451612903,0.733020814,0.5
YIR041W,0.029289963,0,0.023204289,0,0.018392969,0,0.033877464,0,0.034502656,0
YIR042C,0.351191588,0.428571429,0.293961235,0.357976654,0.243115355,0.321428571,0.563425464,0.733333333,0.54750844,0.666666667
YJL001W,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
YJL002C,0.633163414,0.58,0.467461536,0.428571429,0.359568037,0.333333333,0.662338615,0.545454545,0.706495082,0.666666667
YJL003W,0.019234891,0,0.013919906,0,0.01096269,0,0.014830916,0,0.02594823,0
YJL004C,0.276436363,0.37704918,0.213387611,0.291666667,0.210502333,0.25,0.172212205,0.076923077,0.170627243,0.076923077
YJL005W,0.4848627,0.291925466,0.379979949,0.233695652,0.242021696,0.142857143,0.262439038,0.181818182,0.317963544,0.222222222
YJL006C,0.23102993,0.181818182,0.180253847,0.138297872,0.147088353,0.133333333,0.344267765,0.2,0.360319943,0.25
